UserId,ItemId,Rating
7,6,4
7,110,5
7,349,5
7,380,5
7,442,4
7,457,5
7,474,5
7,480,4
7,589,5
7,648,4
7,733,5
7,861,4
7,1196,5
7,1221,4
7,1270,4
7,1573,4
7,1580,4
7,1610,5
7,1722,4
7,1997,5
7,2028,5
7,2353,5
7,2571,5
7,2916,5
7,3256,5
7,3753,4
9,1,5
9,16,4
9,25,4
9,47,5
9,50,4
9,162,4
9,223,4
9,300,4
9,318,5
9,349,4
9,457,5
9,480,4
9,524,4
9,527,5
9,529,5
9,590,5
9,593,5
9,608,4
9,720,4
9,745,4
9,778,5
9,912,4
9,994,4
9,1060,4
9,1089,4
9,1148,4
9,1210,4
9,1213,4
9,1221,4
9,1223,4
9,1265,4
9,1307,4
9,1358,4
9,1466,4
9,1500,4
9,1584,5
9,1617,4
9,1639,4
9,1653,4
9,1682,4
9,1704,4
9,1721,5
9,1777,4
9,1921,4
9,1923,5
9,1961,5
9,2028,5
9,2166,4
9,2268,4
9,2278,4
9,2294,4
9,2302,4
9,2324,5
9,2355,4
9,2571,5
9,2692,4
9,2762,4
9,2858,4
9,2890,5
9,2959,4
9,3114,4
9,3147,4
9,3253,4
9,3255,4
9,3298,4
9,3408,4
9,3623,4
9,3751,4
9,3793,4
23,1,4
23,16,4
23,21,4
23,32,4
23,39,4
23,45,4
23,50,4
23,52,4
23,70,4
23,196,4
23,198,4
23,260,5
23,296,5
23,377,5
23,480,5
23,493,4
23,541,5
23,551,4
23,589,4
23,593,4
23,608,4
23,610,5
23,648,4
23,674,4
23,720,4
23,750,4
23,780,4
23,858,5
23,866,4
23,911,5
23,968,4
23,1036,5
23,1073,5
23,1077,4
23,1089,4
23,1097,4
23,1127,5
23,1129,4
23,1196,5
23,1204,4
23,1215,4
23,1218,5
23,1221,4
23,1222,5
23,1223,4
23,1234,5
23,1240,5
23,1249,5
23,1258,4
23,1265,5
23,1267,4
23,1306,5
23,1356,4
23,1376,4
23,1396,4
23,1500,4
23,1517,4
23,1527,5
23,1573,4
23,1580,4
23,1625,4
23,1690,5
23,1748,4
23,1912,4
23,1953,4
23,1958,4
23,1965,4
23,1994,4
23,2000,4
23,2009,4
23,2011,4
23,2012,4
23,2054,4
23,2064,4
23,2100,4
23,2108,5
23,2148,4
23,2160,4
23,2174,4
23,2289,4
23,2311,4
23,2395,4
23,2454,4
23,2455,4
23,2527,5
23,2528,4
23,2542,4
23,2599,4
23,2600,4
23,2617,5
23,2628,4
23,2640,5
23,2657,4
23,2692,5
23,2712,5
23,2726,4
23,2762,4
23,2797,4
23,2858,4
23,2901,5
23,2916,5
23,2917,5
23,2948,4
23,2968,4
23,2985,5
23,2997,5
23,3000,4
23,3032,5
23,3052,5
23,3104,4
23,3108,4
23,3265,5
23,3435,4
23,3471,5
23,3505,4
23,3510,4
23,3527,4
23,3576,5
23,3578,4
23,3638,5
23,3698,4
23,3699,5
23,3700,4
23,3740,5
23,3770,5
23,3786,4
23,3793,4
23,3809,4
23,3952,4
27,260,5
27,300,4
27,318,4
27,541,5
27,858,5
27,898,5
27,905,5
27,908,5
27,910,5
27,912,5
27,913,5
27,916,4
27,922,4
27,923,5
27,926,5
27,930,5
27,947,5
27,951,5
27,955,5
27,971,5
27,1073,4
27,1097,5
27,1136,5
27,1180,4
27,1198,5
27,1204,5
27,1207,5
27,1217,4
27,1237,5
27,1248,5
27,1250,5
27,1252,5
27,1254,5
27,1262,5
27,1267,5
27,1276,5
27,1282,4
27,1294,5
27,1394,5
27,1617,4
27,2066,4
27,2174,4
27,2186,5
27,2289,4
27,2858,5
27,2948,4
27,2997,5
27,3030,5
27,3037,4
27,3364,5
27,3435,5
27,3469,5
27,3683,5
27,3730,5
36,1,5
36,6,5
36,7,4
36,10,4
36,11,4
36,21,5
36,30,4
36,32,5
36,34,5
36,47,5
36,110,4
36,144,4
36,161,4
36,164,4
36,165,4
36,172,4
36,196,4
36,198,5
36,223,5
36,229,5
36,232,5
36,233,5
36,246,5
36,247,4
36,256,4
36,260,5
36,292,4
36,296,5
36,349,4
36,356,5
36,368,4
36,377,5
36,380,4
36,449,5
36,454,5
36,457,5
36,466,4
36,474,5
36,480,5
36,500,4
36,507,4
36,524,4
36,527,5
36,541,5
36,551,4
36,553,4
36,555,5
36,556,5
36,581,4
36,587,4
36,588,4
36,589,5
36,592,5
36,593,5
36,595,4
36,597,5
36,608,5
36,647,4
36,648,5
36,708,4
36,733,4
36,780,4
36,785,5
36,788,4
36,852,4
36,858,5
36,866,5
36,912,5
36,924,4
36,969,4
36,1036,4
36,1078,5
36,1079,5
36,1090,5
36,1092,4
36,1094,4
36,1097,4
36,1101,5
36,1127,4
36,1135,4
36,1136,4
36,1147,4
36,1172,5
36,1189,4
36,1191,4
36,1196,5
36,1197,4
36,1198,4
36,1200,5
36,1201,4
36,1208,5
36,1210,5
36,1214,5
36,1233,4
36,1240,4
36,1244,4
36,1249,5
36,1250,5
36,1259,5
36,1264,5
36,1265,4
36,1266,5
36,1270,5
36,1272,5
36,1276,5
36,1278,5
36,1283,4
36,1291,5
36,1292,5
36,1295,4
36,1299,5
36,1307,4
36,1356,5
36,1358,5
36,1370,4
36,1374,4
36,1387,5
36,1393,5
36,1396,5
36,1405,4
36,1408,5
36,1449,4
36,1476,4
36,1485,4
36,1517,4
36,1527,4
36,1569,5
36,1573,5
36,1580,4
36,1584,4
36,1586,4
36,1597,4
36,1603,4
36,1608,5
36,1610,5
36,1617,4
36,1641,4
36,1645,4
36,1653,5
36,1663,4
36,1674,4
36,1676,4
36,1701,4
36,1722,4
36,1805,5
36,1827,5
36,1876,4
36,1907,4
36,1909,5
36,1911,4
36,1912,5
36,1923,5
36,1954,4
36,1960,5
36,1963,5
36,1968,4
36,2000,4
36,2001,5
36,2013,4
36,2023,4
36,2028,4
36,2058,4
36,2064,5
36,2065,4
36,2078,4
36,2081,5
36,2094,4
36,2100,4
36,2115,5
36,2118,4
36,2137,5
36,2145,5
36,2155,4
36,2167,5
36,2194,5
36,2243,4
36,2245,4
36,2248,5
36,2250,4
36,2269,5
36,2273,4
36,2278,4
36,2288,4
36,2294,5
36,2312,5
36,2334,5
36,2352,4
36,2353,4
36,2355,5
36,2369,4
36,2371,4
36,2391,4
36,2393,4
36,2395,4
36,2406,4
36,2418,4
36,2424,5
36,2432,4
36,2433,4
36,2469,4
36,2490,4
36,2529,5
36,2540,4
36,2541,5
36,2571,5
36,2580,5
36,2599,4
36,2605,4
36,2617,4
36,2640,4
36,2671,5
36,2683,5
36,2687,5
36,2693,5
36,2699,5
36,2700,5
36,2702,4
36,2706,5
36,2716,4
36,2722,5
36,2761,4
36,2762,5
36,2763,4
36,2764,4
36,2774,4
36,2791,5
36,2797,4
36,2802,4
36,2858,4
36,2890,4
36,2915,4
36,2916,4
36,2918,4
36,2948,4
36,2951,4
36,2959,4
36,2967,5
36,2972,4
36,2973,5
36,2985,4
36,2987,5
36,2989,4
36,3035,4
36,3037,4
36,3039,4
36,3052,4
36,3060,5
36,3066,4
36,3072,4
36,3081,4
36,3087,4
36,3101,5
36,3104,4
36,3114,5
36,3142,4
36,3147,5
36,3174,4
36,3175,5
36,3176,5
36,3196,4
36,3213,5
36,3253,5
36,3255,4
36,3256,4
36,3263,4
36,3298,5
36,3301,4
36,3308,4
36,3359,5
36,3361,5
36,3408,5
36,3424,5
36,3448,4
36,3480,5
36,3504,5
36,3505,5
36,3512,4
36,3525,4
36,3526,4
36,3527,5
36,3551,4
36,3552,4
36,3576,4
36,3578,5
36,3623,5
36,3635,4
36,3639,4
36,3671,5
36,3697,4
36,3702,4
36,3712,4
36,3727,4
36,3745,4
36,3753,4
36,3763,4
36,3785,5
36,3786,4
36,3793,4
36,3821,4
36,3827,4
36,3836,5
36,3863,4
36,3952,5
45,1,4
45,11,5
45,25,4
45,39,5
45,46,5
45,52,4
45,140,4
45,266,4
45,289,5
45,339,4
45,357,5
45,371,4
45,440,5
45,497,4
45,587,5
45,691,4
45,708,4
45,728,4
45,902,4
45,905,4
45,909,4
45,910,5
45,911,4
45,914,4
45,915,5
45,916,5
45,920,4
45,937,4
45,955,4
45,969,5
45,1014,4
45,1028,4
45,1135,4
45,1186,4
45,1188,4
45,1226,4
45,1235,4
45,1244,4
45,1265,4
45,1270,5
45,1286,4
45,1580,4
45,1784,4
45,1821,5
45,1835,5
45,1894,4
45,1959,4
45,2065,4
45,2100,4
45,2245,5
45,2248,4
45,2266,5
45,2352,4
45,2369,5
45,2407,4
45,2426,4
45,2443,4
45,2468,4
45,2473,4
45,2496,4
45,2671,5
45,2716,5
